raceId;year;round;circuitId;name;date;time
491;1981;9;9;British Grand Prix;18.07.81;X
492;1981;10;10;German Grand Prix;02.08.81;X
493;1981;11;23;Austrian Grand Prix;16.08.81;X
494;1981;12;39;Dutch Grand Prix;30.08.81;X
495;1981;13;14;Italian Grand Prix;13.09.81;X
496;1981;14;7;Canadian Grand Prix;27.09.81;X
497;1981;15;44;Caesars Palace Grand Prix;17.10.81;X
498;1980;1;25;Argentine Grand Prix;13.01.80;X
499;1980;2;18;Brazilian Grand Prix;27.01.80;X
500;1980;3;30;South African Grand Prix;01.03.80;X
501;1980;4;43;United States Grand Prix West;30.03.80;X
502;1980;5;40;Belgian Grand Prix;04.05.80;X
503;1980;6;6;Monaco Grand Prix;18.05.80;X
504;1980;7;34;French Grand Prix;29.06.80;X
505;1980;8;38;British Grand Prix;13.07.80;X
506;1980;9;10;German Grand Prix;10.08.80;X
507;1980;10;23;Austrian Grand Prix;17.08.80;X
508;1980;11;39;Dutch Grand Prix;31.08.80;X
509;1980;12;21;Italian Grand Prix;14.09.80;X
510;1980;13;7;Canadian Grand Prix;28.09.80;X
511;1980;14;46;United States Grand Prix;05.10.80;X
512;1979;1;25;Argentine Grand Prix;21.01.79;X
513;1979;2;18;Brazilian Grand Prix;04.02.79;X
514;1979;3;30;South African Grand Prix;03.03.79;X
515;1979;4;43;United States Grand Prix West;08.04.79;X
516;1979;5;45;Spanish Grand Prix;29.04.79;X
517;1979;6;40;Belgian Grand Prix;13.05.79;X
518;1979;7;6;Monaco Grand Prix;27.05.79;X
519;1979;8;41;French Grand Prix;01.07.79;X
520;1979;9;9;British Grand Prix;14.07.79;X
521;1979;10;10;German Grand Prix;29.07.79;X
522;1979;11;23;Austrian Grand Prix;12.08.79;X
523;1979;12;39;Dutch Grand Prix;26.08.79;X
524;1979;13;14;Italian Grand Prix;09.09.79;X
525;1979;14;7;Canadian Grand Prix;30.09.79;X
526;1979;15;46;United States Grand Prix;07.10.79;X
527;1978;1;25;Argentine Grand Prix;15.01.78;X
528;1978;2;36;Brazilian Grand Prix;29.01.78;X
529;1978;3;30;South African Grand Prix;04.03.78;X
530;1978;4;43;United States Grand Prix West;02.04.78;X
531;1978;5;6;Monaco Grand Prix;07.05.78;X
532;1978;6;40;Belgian Grand Prix;21.05.78;X
533;1978;7;45;Spanish Grand Prix;04.06.78;X
534;1978;8;47;Swedish Grand Prix;17.06.78;X
535;1978;9;34;French Grand Prix;02.07.78;X
536;1978;10;38;British Grand Prix;16.07.78;X
537;1978;11;10;German Grand Prix;30.07.78;X
538;1978;12;23;Austrian Grand Prix;13.08.78;X
539;1978;13;39;Dutch Grand Prix;27.08.78;X
540;1978;14;14;Italian Grand Prix;10.09.78;X
541;1978;15;46;United States Grand Prix;01.10.78;X
542;1978;16;7;Canadian Grand Prix;08.10.78;X
543;1977;1;25;Argentine Grand Prix;09.01.77;X
544;1977;2;18;Brazilian Grand Prix;23.01.77;X
545;1977;3;30;South African Grand Prix;05.03.77;X
546;1977;4;43;United States Grand Prix West;03.04.77;X
547;1977;5;45;Spanish Grand Prix;08.05.77;X
548;1977;6;6;Monaco Grand Prix;22.05.77;X
549;1977;7;40;Belgian Grand Prix;05.06.77;X
550;1977;8;47;Swedish Grand Prix;19.06.77;X
551;1977;9;41;French Grand Prix;03.07.77;X
552;1977;10;9;British Grand Prix;16.07.77;X
553;1977;11;10;German Grand Prix;31.07.77;X
554;1977;12;23;Austrian Grand Prix;14.08.77;X
555;1977;13;39;Dutch Grand Prix;28.08.77;X
556;1977;14;14;Italian Grand Prix;11.09.77;X
557;1977;15;46;United States Grand Prix;02.10.77;X
558;1977;16;48;Canadian Grand Prix;09.10.77;X
559;1977;17;16;Japanese Grand Prix;23.10.77;X
560;1976;1;18;Brazilian Grand Prix;25.01.76;X
561;1976;2;30;South African Grand Prix;06.03.76;X
562;1976;3;43;United States Grand Prix West;28.03.76;X
563;1976;4;45;Spanish Grand Prix;02.05.76;X
564;1976;5;40;Belgian Grand Prix;16.05.76;X
565;1976;6;6;Monaco Grand Prix;30.05.76;X
566;1976;7;47;Swedish Grand Prix;13.06.76;X
567;1976;8;34;French Grand Prix;04.07.76;X
568;1976;9;38;British Grand Prix;18.07.76;X
569;1976;10;20;German Grand Prix;01.08.76;X
570;1976;11;23;Austrian Grand Prix;15.08.76;X
571;1976;12;39;Dutch Grand Prix;29.08.76;X
572;1976;13;14;Italian Grand Prix;12.09.76;X
573;1976;14;48;Canadian Grand Prix;03.10.76;X
574;1976;15;46;United States Grand Prix;10.10.76;X
575;1976;16;16;Japanese Grand Prix;24.10.76;X
576;1975;1;25;Argentine Grand Prix;12.01.75;X
577;1975;2;18;Brazilian Grand Prix;26.01.75;X
578;1975;3;30;South African Grand Prix;01.03.75;X
579;1975;4;49;Spanish Grand Prix;27.04.75;X
580;1975;5;6;Monaco Grand Prix;11.05.75;X
581;1975;6;40;Belgian Grand Prix;25.05.75;X
582;1975;7;47;Swedish Grand Prix;08.06.75;X
583;1975;8;39;Dutch Grand Prix;22.06.75;X
584;1975;9;34;French Grand Prix;06.07.75;X
585;1975;10;9;British Grand Prix;19.07.75;X
586;1975;11;20;German Grand Prix;03.08.75;X
587;1975;12;23;Austrian Grand Prix;17.08.75;X
588;1975;13;14;Italian Grand Prix;07.09.75;X
589;1975;14;46;United States Grand Prix;05.10.75;X
590;1974;1;25;Argentine Grand Prix;13.01.74;X
591;1974;2;18;Brazilian Grand Prix;27.01.74;X
592;1974;3;30;South African Grand Prix;30.03.74;X
593;1974;4;45;Spanish Grand Prix;28.04.74;X
594;1974;5;50;Belgian Grand Prix;12.05.74;X
595;1974;6;6;Monaco Grand Prix;26.05.74;X
596;1974;7;47;Swedish Grand Prix;09.06.74;X
597;1974;8;39;Dutch Grand Prix;23.06.74;X
598;1974;9;41;French Grand Prix;07.07.74;X
599;1974;10;38;British Grand Prix;20.07.74;X
600;1974;11;20;German Grand Prix;04.08.74;X
601;1974;12;23;Austrian Grand Prix;18.08.74;X
602;1974;13;14;Italian Grand Prix;08.09.74;X
603;1974;14;48;Canadian Grand Prix;22.09.74;X
604;1974;15;46;United States Grand Prix;06.10.74;X
605;1973;1;25;Argentine Grand Prix;28.01.73;X
606;1973;2;18;Brazilian Grand Prix;11.02.73;X
607;1973;3;30;South African Grand Prix;03.03.73;X
608;1973;4;49;Spanish Grand Prix;29.04.73;X
609;1973;5;40;Belgian Grand Prix;20.05.73;X
610;1973;6;6;Monaco Grand Prix;03.06.73;X
611;1973;7;47;Swedish Grand Prix;17.06.73;X
612;1973;8;34;French Grand Prix;01.07.73;X
613;1973;9;9;British Grand Prix;14.07.73;X
614;1973;10;39;Dutch Grand Prix;29.07.73;X
615;1973;11;20;German Grand Prix;05.08.73;X
616;1973;12;23;Austrian Grand Prix;19.08.73;X
617;1973;13;14;Italian Grand Prix;09.09.73;X
618;1973;14;48;Canadian Grand Prix;23.09.73;X
619;1973;15;46;United States Grand Prix;07.10.73;X
620;1972;1;25;Argentine Grand Prix;23.01.72;X
621;1972;2;30;South African Grand Prix;04.03.72;X
622;1972;3;45;Spanish Grand Prix;01.05.72;X
623;1972;4;6;Monaco Grand Prix;14.05.72;X
624;1972;5;50;Belgian Grand Prix;04.06.72;X
625;1972;6;51;French Grand Prix;02.07.72;X
626;1972;7;38;British Grand Prix;15.07.72;X
627;1972;8;20;German Grand Prix;30.07.72;X
628;1972;9;23;Austrian Grand Prix;13.08.72;X
629;1972;10;14;Italian Grand Prix;10.09.72;X
630;1972;11;48;Canadian Grand Prix;24.09.72;X
631;1972;12;46;United States Grand Prix;08.10.72;X
632;1971;1;30;South African Grand Prix;06.03.71;X
633;1971;2;49;Spanish Grand Prix;18.04.71;X
634;1971;3;6;Monaco Grand Prix;23.05.71;X
635;1971;4;39;Dutch Grand Prix;20.06.71;X
636;1971;5;34;French Grand Prix;04.07.71;X
637;1971;6;9;British Grand Prix;17.07.71;X
638;1971;7;20;German Grand Prix;01.08.71;X
639;1971;8;23;Austrian Grand Prix;15.08.71;X
640;1971;9;14;Italian Grand Prix;05.09.71;X
641;1971;10;48;Canadian Grand Prix;19.09.71;X
642;1971;11;46;United States Grand Prix;03.10.71;X
643;1970;1;30;South African Grand Prix;07.03.70;X
644;1970;2;45;Spanish Grand Prix;19.04.70;X
645;1970;3;6;Monaco Grand Prix;10.05.70;X
646;1970;4;13;Belgian Grand Prix;07.06.70;X
647;1970;5;39;Dutch Grand Prix;21.06.70;X
648;1970;6;51;French Grand Prix;05.07.70;X
649;1970;7;38;British Grand Prix;18.07.70;X
650;1970;8;10;German Grand Prix;02.08.70;X
651;1970;9;23;Austrian Grand Prix;16.08.70;X
652;1970;10;14;Italian Grand Prix;06.09.70;X
653;1970;11;52;Canadian Grand Prix;20.09.70;X
654;1970;12;46;United States Grand Prix;04.10.70;X
655;1970;13;32;Mexican Grand Prix;25.10.70;X
656;1969;1;30;South African Grand Prix;01.03.69;X
657;1969;2;49;Spanish Grand Prix;04.05.69;X
658;1969;3;6;Monaco Grand Prix;18.05.69;X
659;1969;4;39;Dutch Grand Prix;21.06.69;X
660;1969;5;51;French Grand Prix;06.07.69;X
661;1969;6;9;British Grand Prix;19.07.69;X
662;1969;7;20;German Grand Prix;03.08.69;X
663;1969;8;14;Italian Grand Prix;07.09.69;X
664;1969;9;48;Canadian Grand Prix;20.09.69;X
665;1969;10;46;United States Grand Prix;05.10.69;X
666;1969;11;32;Mexican Grand Prix;19.10.69;X
667;1968;1;30;South African Grand Prix;01.01.68;X
668;1968;2;45;Spanish Grand Prix;12.05.68;X
669;1968;3;6;Monaco Grand Prix;26.05.68;X
670;1968;4;13;Belgian Grand Prix;09.06.68;X
671;1968;5;39;Dutch Grand Prix;23.06.68;X
672;1968;6;53;French Grand Prix;07.07.68;X
673;1968;7;38;British Grand Prix;20.07.68;X
674;1968;8;20;German Grand Prix;04.08.68;X
675;1968;9;14;Italian Grand Prix;08.09.68;X
676;1968;10;52;Canadian Grand Prix;22.09.68;X
677;1968;11;46;United States Grand Prix;06.10.68;X
678;1968;12;32;Mexican Grand Prix;03.11.68;X
679;1967;1;30;South African Grand Prix;02.01.67;X
680;1967;2;6;Monaco Grand Prix;07.05.67;X
681;1967;3;39;Dutch Grand Prix;04.06.67;X
682;1967;4;13;Belgian Grand Prix;18.06.67;X
683;1967;5;54;French Grand Prix;02.07.67;X
684;1967;6;9;British Grand Prix;15.07.67;X
685;1967;7;20;German Grand Prix;06.08.67;X
686;1967;8;48;Canadian Grand Prix;27.08.67;X
687;1967;9;14;Italian Grand Prix;10.09.67;X
688;1967;10;46;United States Grand Prix;01.10.67;X
689;1967;11;32;Mexican Grand Prix;22.10.67;X
690;1966;1;6;Monaco Grand Prix;22.05.66;X
691;1966;2;13;Belgian Grand Prix;12.06.66;X
692;1966;3;55;French Grand Prix;03.07.66;X
693;1966;4;38;British Grand Prix;16.07.66;X
694;1966;5;39;Dutch Grand Prix;24.07.66;X
695;1966;6;20;German Grand Prix;07.08.66;X
696;1966;7;14;Italian Grand Prix;04.09.66;X
697;1966;8;46;United States Grand Prix;02.10.66;X
698;1966;9;32;Mexican Grand Prix;23.10.66;X
699;1965;1;56;South African Grand Prix;01.01.65;X
700;1965;2;6;Monaco Grand Prix;30.05.65;X
701;1965;3;13;Belgian Grand Prix;13.06.65;X
702;1965;4;51;French Grand Prix;27.06.65;X
703;1965;5;9;British Grand Prix;10.07.65;X
704;1965;6;39;Dutch Grand Prix;18.07.65;X
705;1965;7;20;German Grand Prix;01.08.65;X
706;1965;8;14;Italian Grand Prix;12.09.65;X
707;1965;9;46;United States Grand Prix;03.10.65;X
708;1965;10;32;Mexican Grand Prix;24.10.65;X
709;1964;1;6;Monaco Grand Prix;10.05.64;X
710;1964;2;39;Dutch Grand Prix;24.05.64;X
711;1964;3;13;Belgian Grand Prix;14.06.64;X
712;1964;4;53;French Grand Prix;28.06.64;X
713;1964;5;38;British Grand Prix;11.07.64;X
714;1964;6;20;German Grand Prix;02.08.64;X
715;1964;7;57;Austrian Grand Prix;23.08.64;X
716;1964;8;14;Italian Grand Prix;06.09.64;X
717;1964;9;46;United States Grand Prix;04.10.64;X
718;1964;10;32;Mexican Grand Prix;25.10.64;X
719;1963;1;6;Monaco Grand Prix;26.05.63;X
720;1963;2;13;Belgian Grand Prix;09.06.63;X
721;1963;3;39;Dutch Grand Prix;23.06.63;X
722;1963;4;55;French Grand Prix;30.06.63;X
723;1963;5;9;British Grand Prix;20.07.63;X
724;1963;6;20;German Grand Prix;04.08.63;X
725;1963;7;14;Italian Grand Prix;08.09.63;X
726;1963;8;46;United States Grand Prix;06.10.63;X
727;1963;9;32;Mexican Grand Prix;27.10.63;X
728;1963;10;56;South African Grand Prix;28.12.63;X
729;1962;1;39;Dutch Grand Prix;20.05.62;X
730;1962;2;6;Monaco Grand Prix;03.06.62;X
731;1962;3;13;Belgian Grand Prix;17.06.62;X
732;1962;4;53;French Grand Prix;08.07.62;X
733;1962;5;58;British Grand Prix;21.07.62;X
734;1962;6;20;German Grand Prix;05.08.62;X
735;1962;7;14;Italian Grand Prix;16.09.62;X
736;1962;8;46;United States Grand Prix;07.10.62;X
737;1962;9;56;South African Grand Prix;29.12.62;X
738;1961;1;6;Monaco Grand Prix;14.05.61;X
739;1961;2;39;Dutch Grand Prix;22.05.61;X
740;1961;3;13;Belgian Grand Prix;18.06.61;X
741;1961;4;55;French Grand Prix;02.07.61;X
742;1961;5;58;British Grand Prix;15.07.61;X
743;1961;6;20;German Grand Prix;06.08.61;X
744;1961;7;14;Italian Grand Prix;10.09.61;X
745;1961;8;46;United States Grand Prix;08.10.61;X
746;1960;1;25;Argentine Grand Prix;07.02.60;X
747;1960;2;6;Monaco Grand Prix;29.05.60;X
748;1960;3;19;Indianapolis 500;30.05.60;X
749;1960;4;39;Dutch Grand Prix;06.06.60;X
750;1960;5;13;Belgian Grand Prix;19.06.60;X
751;1960;6;55;French Grand Prix;03.07.60;X
752;1960;7;9;British Grand Prix;16.07.60;X
753;1960;8;59;Portuguese Grand Prix;14.08.60;X
754;1960;9;14;Italian Grand Prix;04.09.60;X
755;1960;10;60;United States Grand Prix;20.11.60;X
756;1959;1;6;Monaco Grand Prix;10.05.59;X
757;1959;2;19;Indianapolis 500;30.05.59;X
758;1959;3;39;Dutch Grand Prix;31.05.59;X
759;1959;4;55;French Grand Prix;05.07.59;X
760;1959;5;58;British Grand Prix;18.07.59;X
761;1959;6;61;German Grand Prix;02.08.59;X
762;1959;7;62;Portuguese Grand Prix;23.08.59;X
763;1959;8;14;Italian Grand Prix;13.09.59;X
764;1959;9;63;United States Grand Prix;12.12.59;X
765;1958;1;25;Argentine Grand Prix;19.01.58;X
766;1958;2;6;Monaco Grand Prix;18.05.58;X
767;1958;3;39;Dutch Grand Prix;26.05.58;X
768;1958;4;19;Indianapolis 500;30.05.58;X
769;1958;5;13;Belgian Grand Prix;15.06.58;X
770;1958;6;55;French Grand Prix;06.07.58;X
771;1958;7;9;British Grand Prix;19.07.58;X
772;1958;8;20;German Grand Prix;03.08.58;X
773;1958;9;59;Portuguese Grand Prix;24.08.58;X
774;1958;10;14;Italian Grand Prix;07.09.58;X
775;1958;11;64;Moroccan Grand Prix;19.10.58;X
776;1957;1;25;Argentine Grand Prix;13.01.57;X
777;1957;2;6;Monaco Grand Prix;19.05.57;X
778;1957;3;19;Indianapolis 500;30.05.57;X
779;1957;4;53;French Grand Prix;07.07.57;X
780;1957;5;58;British Grand Prix;20.07.57;X
781;1957;6;20;German Grand Prix;04.08.57;X
782;1957;7;65;Pescara Grand Prix;18.08.57;X
783;1957;8;14;Italian Grand Prix;08.09.57;X
784;1956;1;25;Argentine Grand Prix;22.01.56;X
785;1956;2;6;Monaco Grand Prix;13.05.56;X
786;1956;3;19;Indianapolis 500;30.05.56;X
787;1956;4;13;Belgian Grand Prix;03.06.56;X
788;1956;5;55;French Grand Prix;01.07.56;X
789;1956;6;9;British Grand Prix;14.07.56;X
790;1956;7;20;German Grand Prix;05.08.56;X
791;1956;8;14;Italian Grand Prix;02.09.56;X
792;1955;1;25;Argentine Grand Prix;16.01.55;X
793;1955;2;6;Monaco Grand Prix;22.05.55;X
794;1955;3;19;Indianapolis 500;30.05.55;X
795;1955;4;13;Belgian Grand Prix;05.06.55;X
796;1955;5;39;Dutch Grand Prix;19.06.55;X
797;1955;6;58;British Grand Prix;16.07.55;X
798;1955;7;14;Italian Grand Prix;11.09.55;X
799;1954;1;25;Argentine Grand Prix;17.01.54;X
800;1954;2;19;Indianapolis 500;31.05.54;X
801;1954;3;13;Belgian Grand Prix;20.06.54;X
802;1954;4;55;French Grand Prix;04.07.54;X
803;1954;5;9;British Grand Prix;17.07.54;X
804;1954;6;20;German Grand Prix;01.08.54;X
805;1954;7;66;Swiss Grand Prix;22.08.54;X
806;1954;8;14;Italian Grand Prix;05.09.54;X
807;1954;9;67;Spanish Grand Prix;24.10.54;X
808;1953;1;25;Argentine Grand Prix;18.01.53;X
809;1953;2;19;Indianapolis 500;30.05.53;X
810;1953;3;39;Dutch Grand Prix;07.06.53;X
811;1953;4;13;Belgian Grand Prix;21.06.53;X
812;1953;5;55;French Grand Prix;05.07.53;X
813;1953;6;9;British Grand Prix;18.07.53;X
814;1953;7;20;German Grand Prix;02.08.53;X
815;1953;8;66;Swiss Grand Prix;23.08.53;X
816;1953;9;14;Italian Grand Prix;13.09.53;X
817;1952;1;66;Swiss Grand Prix;18.05.52;X
818;1952;2;19;Indianapolis 500;30.05.52;X
819;1952;3;13;Belgian Grand Prix;22.06.52;X
820;1952;4;53;French Grand Prix;06.07.52;X
821;1952;5;9;British Grand Prix;19.07.52;X
822;1952;6;20;German Grand Prix;03.08.52;X
823;1952;7;39;Dutch Grand Prix;17.08.52;X
824;1952;8;14;Italian Grand Prix;07.09.52;X
825;1951;1;66;Swiss Grand Prix;27.05.51;X
826;1951;2;19;Indianapolis 500;30.05.51;X
827;1951;3;13;Belgian Grand Prix;17.06.51;X
828;1951;4;55;French Grand Prix;01.07.51;X
829;1951;5;9;British Grand Prix;14.07.51;X
830;1951;6;20;German Grand Prix;29.07.51;X
831;1951;7;14;Italian Grand Prix;16.09.51;X
832;1951;8;67;Spanish Grand Prix;28.10.51;X
833;1950;1;9;British Grand Prix;13.05.50;X
834;1950;2;6;Monaco Grand Prix;21.05.50;X
835;1950;3;19;Indianapolis 500;30.05.50;X
836;1950;4;66;Swiss Grand Prix;04.06.50;X
837;1950;5;13;Belgian Grand Prix;18.06.50;X
838;1950;6;55;French Grand Prix;02.07.50;X
839;1950;7;14;Italian Grand Prix;03.09.50;X
841;2011;1;1;Australian Grand Prix;27.03.11;06:00:00
842;2011;2;2;Malaysian Grand Prix;10.04.11;08:00:00
843;2011;3;17;Chinese Grand Prix;17.04.11;07:00:00
844;2011;4;5;Turkish Grand Prix;08.05.11;12:00:00
845;2011;5;4;Spanish Grand Prix;22.05.11;12:00:00
846;2011;6;6;Monaco Grand Prix;29.05.11;12:00:00
847;2011;7;7;Canadian Grand Prix;12.06.11;17:00:00
848;2011;8;12;European Grand Prix;26.06.11;12:00:00
849;2011;9;9;British Grand Prix;10.07.11;12:00:00
850;2011;10;20;German Grand Prix;24.07.11;12:00:00
851;2011;11;11;Hungarian Grand Prix;31.07.11;12:00:00
852;2011;12;13;Belgian Grand Prix;28.08.11;12:00:00
853;2011;13;14;Italian Grand Prix;11.09.11;12:00:00
854;2011;14;15;Singapore Grand Prix;25.09.11;12:00:00
855;2011;15;22;Japanese Grand Prix;09.10.11;06:00:00
856;2011;16;35;Korean Grand Prix;16.10.11;06:00:00
857;2011;17;68;Indian Grand Prix;30.10.11;09:30:00
858;2011;18;24;Abu Dhabi Grand Prix;13.11.11;13:00:00
859;2011;19;18;Brazilian Grand Prix;27.11.11;16:00:00
860;2012;1;1;Australian Grand Prix;18.03.12;06:00:00
861;2012;2;2;Malaysian Grand Prix;25.03.12;08:00:00
862;2012;3;17;Chinese Grand Prix;15.04.12;07:00:00
863;2012;4;3;Bahrain Grand Prix;22.04.12;12:00:00
864;2012;5;4;Spanish Grand Prix;13.05.12;12:00:00
865;2012;6;6;Monaco Grand Prix;27.05.12;12:00:00
866;2012;7;7;Canadian Grand Prix;10.06.12;18:00:00
867;2012;8;12;European Grand Prix;24.06.12;12:00:00
868;2012;9;9;British Grand Prix;08.07.12;12:00:00
869;2012;10;10;German Grand Prix;22.07.12;12:00:00
870;2012;11;11;Hungarian Grand Prix;29.07.12;12:00:00
871;2012;12;13;Belgian Grand Prix;02.09.12;12:00:00
872;2012;13;14;Italian Grand Prix;09.09.12;12:00:00
873;2012;14;15;Singapore Grand Prix;23.09.12;12:00:00
874;2012;15;22;Japanese Grand Prix;07.10.12;06:00:00
875;2012;16;35;Korean Grand Prix;14.10.12;06:00:00
876;2012;17;68;Indian Grand Prix;28.10.12;09:30:00
877;2012;18;24;Abu Dhabi Grand Prix;04.11.12;13:00:00
878;2012;19;69;United States Grand Prix;18.11.12;19:00:00
879;2012;20;18;Brazilian Grand Prix;25.11.12;16:00:00
880;2013;1;1;Australian Grand Prix;17.03.13;06:00:00
881;2013;2;2;Malaysian Grand Prix;24.03.13;08:00:00
882;2013;3;17;Chinese Grand Prix;14.04.13;07:00:00
883;2013;4;3;Bahrain Grand Prix;21.04.13;12:00:00
884;2013;5;4;Spanish Grand Prix;12.05.13;12:00:00
885;2013;6;6;Monaco Grand Prix;26.05.13;12:00:00
886;2013;7;7;Canadian Grand Prix;09.06.13;18:00:00
887;2013;8;9;British Grand Prix;30.06.13;12:00:00
888;2013;9;20;German Grand Prix;07.07.13;12:00:00
890;2013;10;11;Hungarian Grand Prix;28.07.13;12:00:00
891;2013;11;13;Belgian Grand Prix;25.08.13;12:00:00
892;2013;12;14;Italian Grand Prix;08.09.13;12:00:00
893;2013;13;15;Singapore Grand Prix;22.09.13;12:00:00
894;2013;14;35;Korean Grand Prix;06.10.13;06:00:00
895;2013;15;22;Japanese Grand Prix;13.10.13;06:00:00
896;2013;16;68;Indian Grand Prix;27.10.13;09:30:00
897;2013;17;24;Abu Dhabi Grand Prix;03.11.13;13:00:00
898;2013;18;69;United States Grand Prix;17.11.13;19:00:00
899;2013;19;18;Brazilian Grand Prix;24.11.13;16:00:00
900;2014;1;1;Australian Grand Prix;16.03.14;06:00:00
901;2014;2;2;Malaysian Grand Prix;30.03.14;08:00:00
902;2014;3;3;Bahrain Grand Prix;06.04.14;15:00:00
903;2014;4;17;Chinese Grand Prix;20.04.14;07:00:00
904;2014;5;4;Spanish Grand Prix;11.05.14;12:00:00
905;2014;6;6;Monaco Grand Prix;25.05.14;12:00:00
906;2014;7;7;Canadian Grand Prix;08.06.14;18:00:00
907;2014;8;70;Austrian Grand Prix;22.06.14;12:00:00
908;2014;9;9;British Grand Prix;06.07.14;12:00:00
909;2014;10;10;German Grand Prix;20.07.14;12:00:00
910;2014;11;11;Hungarian Grand Prix;27.07.14;12:00:00
911;2014;12;13;Belgian Grand Prix;24.08.14;12:00:00
912;2014;13;14;Italian Grand Prix;07.09.14;12:00:00
913;2014;14;15;Singapore Grand Prix;21.09.14;12:00:00
914;2014;15;22;Japanese Grand Prix;05.10.14;06:00:00
915;2014;16;71;Russian Grand Prix;12.10.14;11:00:00
916;2014;17;69;United States Grand Prix;02.11.14;20:00:00
917;2014;18;18;Brazilian Grand Prix;09.11.14;16:00:00
918;2014;19;24;Abu Dhabi Grand Prix;23.11.14;13:00:00
931;2015;6;6;Monaco Grand Prix;24.05.15;12:00:00
932;2015;7;7;Canadian Grand Prix;07.06.15;18:00:00
929;2015;4;3;Bahrain Grand Prix;19.04.15;15:00:00
930;2015;5;4;Spanish Grand Prix;10.05.15;12:00:00
928;2015;3;17;Chinese Grand Prix;12.04.15;06:00:00
926;2015;1;1;Australian Grand Prix;15.03.15;05:00:00
927;2015;2;2;Malaysian Grand Prix;29.03.15;07:00:00
933;2015;8;70;Austrian Grand Prix;21.06.15;12:00:00
934;2015;9;9;British Grand Prix;05.07.15;12:00:00
936;2015;10;11;Hungarian Grand Prix;26.07.15;12:00:00
937;2015;11;13;Belgian Grand Prix;23.08.15;12:00:00
938;2015;12;14;Italian Grand Prix;06.09.15;12:00:00
939;2015;13;15;Singapore Grand Prix;20.09.15;12:00:00
940;2015;14;22;Japanese Grand Prix;27.09.15;05:00:00
941;2015;15;71;Russian Grand Prix;11.10.15;11:00:00
942;2015;16;69;United States Grand Prix;25.10.15;19:00:00
943;2015;17;32;Mexican Grand Prix;01.11.15;19:00:00
944;2015;18;18;Brazilian Grand Prix;15.11.15;16:00:00
945;2015;19;24;Abu Dhabi Grand Prix;29.11.15;13:00:00
948;2016;1;1;Australian Grand Prix;20.03.16;05:00:00
949;2016;2;3;Bahrain Grand Prix;03.04.16;15:00:00
950;2016;3;17;Chinese Grand Prix;17.04.16;06:00:00
951;2016;4;71;Russian Grand Prix;01.05.16;12:00:00
952;2016;5;4;Spanish Grand Prix;15.05.16;12:00:00
953;2016;6;6;Monaco Grand Prix;29.05.16;12:00:00
954;2016;7;7;Canadian Grand Prix;12.06.16;18:00:00
955;2016;8;73;European Grand Prix;19.06.16;13:00:00
956;2016;9;70;Austrian Grand Prix;03.07.16;12:00:00
957;2016;10;9;British Grand Prix;10.07.16;12:00:00
958;2016;11;11;Hungarian Grand Prix;24.07.16;12:00:00
959;2016;12;10;German Grand Prix;31.07.16;12:00:00
960;2016;13;13;Belgian Grand Prix;28.08.16;12:00:00
961;2016;14;14;Italian Grand Prix;04.09.16;12:00:00
962;2016;15;15;Singapore Grand Prix;18.09.16;12:00:00
963;2016;16;2;Malaysian Grand Prix;02.10.16;07:00:00
964;2016;17;22;Japanese Grand Prix;09.10.16;05:00:00
965;2016;18;69;United States Grand Prix;23.10.16;19:00:00
966;2016;19;32;Mexican Grand Prix;30.10.16;19:00:00
967;2016;20;18;Brazilian Grand Prix;13.11.16;16:00:00
968;2016;21;24;Abu Dhabi Grand Prix;27.11.16;13:00:00
969;2017;1;1;Australian Grand Prix;26.03.17;05:00:00
970;2017;2;17;Chinese Grand Prix;09.04.17;06:00:00
971;2017;3;3;Bahrain Grand Prix;16.04.17;15:00:00
972;2017;4;71;Russian Grand Prix;30.04.17;12:00:00
973;2017;5;4;Spanish Grand Prix;14.05.17;12:00:00
974;2017;6;6;Monaco Grand Prix;28.05.17;12:00:00
975;2017;7;7;Canadian Grand Prix;11.06.17;18:00:00
976;2017;8;73;Azerbaijan Grand Prix;25.06.17;13:00:00
977;2017;9;70;Austrian Grand Prix;09.07.17;12:00:00
978;2017;10;9;British Grand Prix;16.07.17;12:00:00
979;2017;11;11;Hungarian Grand Prix;30.07.17;12:00:00
980;2017;12;13;Belgian Grand Prix;27.08.17;12:00:00
981;2017;13;14;Italian Grand Prix;03.09.17;12:00:00
982;2017;14;15;Singapore Grand Prix;17.09.17;12:00:00
983;2017;15;2;Malaysian Grand Prix;01.10.17;07:00:00
984;2017;16;22;Japanese Grand Prix;08.10.17;05:00:00
985;2017;17;69;United States Grand Prix;22.10.17;19:00:00
986;2017;18;32;Mexican Grand Prix;29.10.17;19:00:00
987;2017;19;18;Brazilian Grand Prix;12.11.17;16:00:00
988;2017;20;24;Abu Dhabi Grand Prix;26.11.17;13:00:00
989;2018;1;1;Australian Grand Prix;25.03.18;05:10:00
990;2018;2;3;Bahrain Grand Prix;08.04.18;15:10:00
991;2018;3;17;Chinese Grand Prix;15.04.18;06:10:00
992;2018;4;73;Azerbaijan Grand Prix;29.04.18;12:10:00
993;2018;5;4;Spanish Grand Prix;13.05.18;13:10:00
994;2018;6;6;Monaco Grand Prix;27.05.18;13:10:00
995;2018;7;7;Canadian Grand Prix;10.06.18;18:10:00
